name;serving_size;energy_kcal;protein_g;carbohydrate_g;fat_g;sugar_g;sodium_mg;fiber_g
Eskrim cornetto oreo;2 g;240.0;2.0;33.0;11.0;20.0;0.0;2.0
Keripik Qtela ubi ungu;0 g;100.0;0.0;14.0;5.0;3.0;0.0;0.0
Anak sapi;sedang;segar;Tidak Diketahui;0.90 g;190.0;19.1;0.0;12.0
Susu Bear brand gold teh putih;4 g;70.0;4.0;10.0;2.0;0.0;0.0;0.0
Es teh tawar;0.02 g;2.0;0.02;0.67;0.0;0.0;0.0;0.0
susu tango kido rasa banana pudding;10 g;90.0;10.0;15.0;2.5;0.0;140.0;0.0
Biskuit WRP Everyday chocolate chip;2 g;100.0;1.0;11.0;5.0;0.0;0.0;2.0
Ampas tahu mentah;0.60 g;67.0;5.0;8.1;2.1;0.0;8.0;4.1
Anyang;Tidak Diketahui;1.50 g;126.0;3.4;10.3;7.9;0.0;290.0
Ikan Banjar;Tidak Diketahui;1.40 g;111.0;19.4;4.8;0.9;0.0;99.0
Misoa;100.0 g;345.0;8.5;78.0;2.2;0.0;3064.0;0.5
Ares;Tidak Diketahui;3 g;113.0;0.9;11.2;7.2;0.0;1413.0
biskuit Lotte choco pie;1 g;120.0;1.0;19.0;4.5;10.0;0.0;0.0
Srikaya ketan;0.80 g;265.0;2.7;49.1;6.4;0.0;0.0;0.0
Dairy queen oreo cookie blizzard;1 g;780.0;15.0;117.0;29.0;84.0;0.0;1.0
Puffies Soes Crunchy Cheese;1 g;30.0;2.0;6.0;6.0;0.0;120.0;1.0
Pocky double choco;4 g;240.0;4.0;29.0;12.0;9.0;0.0;0.0
Mie sedap instan kari spesial;3 g;130.0;8.0;47.0;14.0;3.0;1060.0;3.0
Jasjus Rasa Lemon;0 g;25.0;0.0;6.0;0.0;5.0;15.0;0.0
Telur ayam kampung;Tidak Diketahui;0.90 g;174.0;10.8;1.2;14.0;0.0;190.0
Sagu rendang;1 g;364.0;0.1;90.5;0.2;0.0;42.0;1.9
Silverqueen Crispy with Milk Chocolate;4 g;170.0;4.0;15.0;10.0;11.0;35.0;0.0
Sukun tua;1 g;126.0;1.6;24.5;0.2;0.0;25.0;1.5
Kacang belimbing (kecipir);Tidak Diketahui;4.20 g;400.0;34.4;34.1;16.9;0.0;37.0
Lapis legit;0.90 g;389.0;6.6;55.5;15.7;0.0;0.0;0.5
Wijen;Tidak Diketahui;5.80 g;568.0;19.3;18.1;51.1;0.0;18.0
Susu Ultra Milk Rasa Stroberi;6 g;30.0;6.0;22.0;3.5;17.0;50.0;0.0
Agar-agar double swallow sun;6 g;25.0;0.0;6.0;0.0;0.0;10.0;6.0
Cocoa powder Van Houten;6 g;120.0;6.0;15.0;4.0;0.0;0.0;0.0
Jambu bool;Tidak Diketahui;0.80 g;49.0;2.3;9.6;0.2;0.0;1.0
Tiwul;1.60 g;353.0;2.4;83.4;1.1;0.0;5.0;6.5
Nissin Longer Stick Biscuits;2 g;50.0;2.0;21.0;6.0;5.0;85.0;0.0
Nasi coklat;2.30 g;112.0;2.3;23.5;0.8;0.0;0.0;0.0
Chicki Taro Net rasa BBQ;1 g;90.0;1.0;15.0;2.5;0.0;200.0;0.0
Saladstop Jai Ho;7.10 g;324.9;22.3;28.3;14.3;8.4;355.3;7.1
Chocodrink;2 g;20.0;2.0;23.0;2.5;18.0;100.0;0.0
Asam masak pohon;Tidak Diketahui;2.70 g;267.0;2.8;62.5;0.6;0.0;9.0
Bayam rebus;1 g;23.0;1.2;3.7;0.6;0.0;16.0;1.1
Kelio telur;Tidak Diketahui;1.40 g;193.0;10.6;9.7;12.4;0.0;540.0
Tahu;1.40 g;80.0;10.9;0.8;4.7;0.0;2.0;0.1
Sariroti roti tawar double soft;3 g;140.0;4.0;23.0;3.0;1.0;105.0;3.0
Mcdonald Triple cheeseburger;2 g;520.0;32.0;36.0;28.0;7.0;0.0;2.0
Sagu singkong kering;0.30 g;362.0;0.5;86.9;0.3;0.0;0.0;0.0
Indomie Hype Abis Seblak Hot Jeletot;7 g;360.0;7.0;44.0;17.0;0.0;1190.0;0.0
Monde Boromon Cookies milk flavour;0 g;0.0;0.0;18.0;0.0;5.0;10.0;0.0
Frisian flag belgian chocolate low fat;7 g;150.0;7.0;25.0;2.5;19.0;100.0;0.0
Subway classic tuna sandwich;2 g;470.0;20.0;41.0;25.0;5.0;0.0;2.0
Eskrim Magnum classic;4 g;240.0;3.0;30.0;13.0;18.0;0.0;4.0
Keripik tempe;2.30 g;581.0;12.1;41.7;40.6;0.0;0.0;2.2
Susu Bubuk;5.70 g;513.0;24.6;36.2;30.0;0.0;380.0;0.0
Jangang bintatoeng;Tidak Diketahui;2.40 g;107.0;5.3;16.5;2.2;0.0;482.0
Golden Farm french fries;3 g;170.0;3.0;29.0;4.5;0.0;0.0;0.0
Telur ayam ras bagian kuning;Tidak Diketahui;1.70 g;355.0;16.3;0.7;31.9;0.0;111.0
Ayam;segar;Tidak Diketahui;1.50 g;261.0;27.4;1.6;16.1;0.0
Bakso ikan;11.27 g;107.0;11.27;11.72;1.23;0.0;255.0;0.0
Yogurt frozen pinkberry (Medium);0 g;240.0;9.0;50.0;0.0;47.0;0.0;0.0
PRONAS Classic chunky corned beef (340 g);2 g;70.0;8.0;2.0;3.5;0.0;410.0;2.0
Sayur lebui;0.90 g;64.0;2.1;12.5;0.6;0.0;124.0;5.7
Indomie rasa soto lamongan;6 g;130.0;10.0;48.0;14.0;4.0;1030.0;6.0
Jali;Tidak Diketahui;1 g;324.0;11.0;61.0;4.0;0.0;24.0
Elle vire yogurt;0.40 g;90.0;2.3;13.0;3.1;11.0;0.0;0.4
Markisa squash;0.20 g;217.0;2.5;49.6;1.0;0.0;14.0;0.0
Putu sopa;0.80 g;215.0;3.3;41.1;4.1;0.0;0.0;0.0
pop mie rasa soto ayam dengan nasi;3 g;250.0;7.0;48.0;15.0;5.0;1320.0;3.0
Geblek;1.40 g;195.0;0.4;44.4;1.7;0.0;353.0;3.6
Agar-agar swallow globe brand;8 g;20.0;0.0;8.0;0.0;0.0;0.0;8.0
Permen Xylitol fresh mint;0 g;10.0;0.0;3.0;0.0;0.0;0.0;0.0
Gambas (oyong);Tidak Diketahui;0.40 g;19.0;0.8;4.1;0.2;0.0;23.0
Nasi tim;0.20 g;120.0;3.4;26.0;0.4;0.0;0.0;0.5
Sei reuboh;Tidak Diketahui;2.20 g;474.0;11.2;11.7;42.5;0.0;677.0
Buah merah;0.40 g;87.0;2.6;13.1;2.7;0.0;110.0;4.0
Subway steak and cheese sandwich;2 g;360.0;24.0;43.0;10.0;5.0;0.0;2.0
Beras hitam;Tidak Diketahui;0.90 g;351.0;8.0;76.9;1.3;0.0;15.0
Apang kukus;Tidak Diketahui;0.50 g;202.0;3.0;46.7;0.3;0.0;0.0
Talas viqueque;Tidak Diketahui;1.20 g;115.0;1.8;25.9;0.5;0.0;1.0
Indofood Kecap Manis (135 ml);0 g;45.0;0.0;11.0;0.0;9.0;240.0;0.0
Tanderloin;20.53 g;151.0;20.53;0.01;7.63;0.0;0.0;0.0
Golden Farm frozen pea;7 g;90.0;7.0;12.0;1.0;3.0;0.0;0.0
White Anchovy Powder;3 g;15.0;3.0;0.0;0.0;0.0;70.0;0.0
Beef yakiniku;0.80 g;132.0;9.8;20.7;1.1;0.0;409.0;0.3
Asam arang coklat;Tidak Diketahui;1.40 g;130.0;0.5;30.9;1.1;0.0;13.0
Mie Sedaap Instant Rasa Soto 75 g;2 g;340.0;8.0;46.0;13.0;3.0;1030.0;2.0
Kacang gude;Tidak Diketahui;4.20 g;316.0;20.7;58.0;1.0;0.0;16.0
Entrasol Quick Start Chia Seeds;1 g;130.0;2.0;22.0;3.5;12.0;105.0;1.0
Ketupat kandangan;0.70 g;109.0;2.2;13.4;5.2;0.0;0.0;0.0
Hickory smoked BBQ  (classic wings);1 g;171.0;15.0;8.0;8.0;7.0;0.0;1.0
Susu bubuk dancow fullcream;0 g;120.0;5.0;13.0;6.0;0.0;90.0;0.0
Roma sari gandum;2 g;100.0;2.0;13.0;4.0;3.0;0.0;0.0
Bihun jagung;Tidak Diketahui;0.50 g;354.0;0.5;87.4;0.3;0.0;49.0
Cuka;0.30 g;21.0;0.1;5.0;0.1;0.0;21.0;0.0
Gadung kukus;0.80 g;88.0;0.6;20.9;0.3;0.0;6.0;0.9
Akar tonjong;Tidak Diketahui;1 g;45.0;1.1;10.8;0.4;0.0;96.0
Lemon;Tidak Diketahui;0.30 g;34.0;0.5;6.2;0.8;0.0;31.0
Sariroti Sandwich kacang;2 g;140.0;5.0;18.0;6.0;2.0;135.0;2.0
Model;Tidak Diketahui;1.30 g;79.0;2.2;8.6;4.0;0.0;147.0
Ikan Bawal;Tidak Diketahui;1.30 g;91.0;19.0;0.0;1.7;0.0;129.0
Tauco cap meong;6.70 g;159.0;7.4;21.3;4.9;0.0;1547.0;1.6
donat Krispy kreme oreo chocolate cream;1 g;390.0;4.0;49.0;21.0;27.0;0.0;1.0
Khong guan malkist sayur;2 g;100.0;2.0;14.0;4.0;0.0;120.0;0.0
Kerupuk udang goreng;1.90 g;477.0;4.7;68.5;20.5;0.0;449.0;5.0
Steamed Dumpling;Tidak Diketahui;1.90 g;92.0;1.9;13.0;3.5;0.0;220.0
Mi kering;1.40 g;339.0;10.0;6.3;1.7;0.0;760.0;0.4
Taoge seduh;0.30 g;28.0;3.0;4.0;0.8;0.0;18.0;1.0
bebelac gold;2 g;50.0;6.0;24.0;6.0;17.0;75.0;2.0
Daun leunca;Tidak Diketahui;1.70 g;49.0;4.7;8.1;0.5;0.0;0.0
Daun gedi kecil;Tidak Diketahui;2 g;61.0;3.2;10.4;0.7;0.0;20.0
Cimory yogurt set;3 g;100.0;3.0;16.0;2.5;11.0;0.0;0.0
Kacang kedelai;Tidak Diketahui;5.50 g;381.0;40.4;24.9;16.7;0.0;210.0
Jagung kuning pipil; mentah;Tidak Diketahui;2.40 g;366.0;9.8;69.1;7.3;0.0
Royco kaldu ayam;0 g;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Tempe kacang babi;1.20 g;139.0;12.5;21.9;0.8;0.0;0.0;1.8
Dairy queen mocha moolatte;1 g;580.0;10.0;88.0;22.0;77.0;0.0;1.0
SUP KRIM AYAM ROYCO;2 g;50.0;2.0;0.0;1.0;0.0;710.0;0.0
Sarimi Kaldu Ayam;2 g;320.0;4.0;45.0;12.0;11.0;670.0;2.0
Daun pakis wambateu;Tidak Diketahui;1.30 g;53.0;3.4;7.2;1.2;0.0;20.0
Koro kerupuk;Tidak Diketahui;1.70 g;125.0;8.3;22.1;0.7;0.0;16.0
Daun bebuas;Tidak Diketahui;1.10 g;41.0;2.7;7.3;1.0;0.0;0.0
Jeruk garut-keprok;0.70 g;44.0;0.8;10.9;0.3;0.0;5.0;1.6
Kue gelang;1 g;448.0;5.8;70.0;16.1;0.0;0.0;0.0
Sariroti Roti tawar;1 g;200.0;7.0;37.0;3.0;2.0;280.0;1.0
Hangop/Butter milk/Whey;1.50 g;65.0;10.0;3.5;1.0;0.0;126.0;0.0
Bagea kenari asin;1.30 g;529.0;3.2;63.6;29.1;0.0;74.0;0.0
Keripik bayam;1.90 g;586.0;4.9;50.2;40.6;0.0;0.0;0.5
Coklat silverqueen chunky almond bar;3 g;170.0;3.0;15.0;11.0;12.0;0.0;0.0
RITZ Creackers Original (isis 3 pack);2 g;140.0;2.0;20.0;6.0;0.0;115.0;0.0
Ichitan Thai Milk Tea;6 g;45.0;2.0;24.0;5.0;17.0;130.0;6.0
Indomie mi goreng;2 g;130.0;8.0;54.0;14.0;8.0;1070.0;2.0
Pop Ice Moccacino;1 g;15.0;1.0;22.0;1.5;15.0;30.0;0.0
Cokelat pasta;2 g;130.0;2.0;32.0;14.0;21.0;30.0;0.0
Kacang kedelai segar;4.10 g;286.0;30.2;30.1;15.6;0.0;28.0;2.9
Ubi jalar tinta / kemayung kukus;0.60 g;165.0;0.9;39.8;0.2;0.0;1.0;1.1
Buah kom;Tidak Diketahui;1.70 g;264.0;4.0;59.6;1.1;0.0;0.0
Frisian flag cokelat (kental manis);1 g;135.0;1.0;23.0;4.5;19.0;0.0;0.0
Bagea kelapa manis;1.30 g;452.0;1.3;80.6;13.8;0.0;75.0;0.0
Jagung muda; mentah;Tidak Diketahui;0.90 g;147.0;5.1;31.5;0.7;0.0
Keremes;2.10 g;475.0;1.6;64.4;25.2;0.0;0.0;2.1
Paria putih;Tidak Diketahui;0.60 g;19.0;1.0;3.6;0.4;0.0;5.0
Minyak zaitun;0 g;884.0;0.0;0.0;100.0;0.0;7.0;0.0
Soto pemalang;Tidak Diketahui;1.70 g;75.0;3.6;3.5;5.2;0.0;0.0
Beras giling;Tidak Diketahui;0.80 g;357.0;8.4;77.1;1.7;0.0;27.0
Gulai asam keueung;Tidak Diketahui;1.70 g;52.0;10.0;1.8;0.5;0.0;332.0
Pundut nasi;1.10 g;104.0;1.9;15.1;4.1;0.0;74.0;0.4
Vodka;0.46 g;43.0;0.46;3.55;0.0;0.0;0.0;0.0
Pop Ice Mangga;1 g;15.0;1.0;22.0;1.5;15.0;15.0;0.0
Sardines dalam kaleng;3.80 g;338.0;21.1;1.0;27.0;0.0;0.0;0.0
Ovomaltine;0.80 g;109.0;0.8;11.9;6.4;10.9;50.0;0.0
Susu kedelai;2 g;41.0;3.5;5.0;2.5;0.0;128.0;0.2
Paku hinela wulelenggapaya;3.10 g;77.0;3.5;5.4;4.6;0.0;469.0;3.6
Keju greenfileds mozzarella;7 g;90.0;7.0;2.0;6.0;0.0;0.0;0.0
Kratingdaeng Pro;0 g;120.0;0.0;27.0;0.0;27.0;0.0;0.0
Ikan Heu;Tidak Diketahui;6.20 g;81.0;10.0;6.6;1.6;0.0;240.0
Daun gandaria;Tidak Diketahui;1.60 g;63.0;3.1;14.0;0.3;0.0;3.0
Sagu aren kering;0.80 g;355.0;0.6;85.6;1.1;0.0;2.0;0.3
Ganyong rebus;1.10 g;100.0;0.8;23.8;0.2;0.0;0.0;0.9
Rendang sapi;Tidak Diketahui;3.80 g;193.0;22.6;7.8;7.9;0.0;0.0
Roma : Biskuit Kelapa;2 g;130.0;2.0;19.0;5.0;6.0;90.0;0.0
Superco;1 g;80.0;1.0;13.0;3.0;4.0;80.0;0.0
Saus Sesame;1 g;100.0;1.0;4.0;9.0;0.0;260.0;0.0
Pepea oncom ampas tahu;1.50 g;76.0;5.2;10.6;1.8;0.0;0.0;2.2
Nissin Assorted Biscuits;1 g;45.0;1.0;18.0;5.0;7.0;60.0;1.0
So you minuman kedelai;4 g;100.0;4.0;15.0;2.5;11.0;0.0;0.0
Sayur asem;0.80 g;29.0;0.7;5.0;0.6;0.0;0.0;0.6
Lamtoro var. gung tanpa kulit;4.40 g;367.0;46.4;32.5;5.4;0.0;65.0;2.6
Ikan Bambangan;Tidak Diketahui;1.30 g;112.0;20.0;3.7;1.3;0.0;148.0
Khong guan Saltcheese;0 g;80.0;1.0;10.0;4.0;2.0;0.0;0.0
Tauco;100.0 g;184.0;11.4;22.2;5.5;0.0;1766.0;1.9
Anak sapi; kurus;segar;Tidak Diketahui;1.40 g;174.0;19.6;0.0;10.0
Saladstop Cobb;6.40 g;538.0;34.0;20.1;35.3;6.4;785.6;6.4
SOESNACK CHEESE;1 g;45.0;1.0;3.0;3.5;0.0;35.0;0.0
Batatas kelapa; segar;Tidak Diketahui;0.70 g;89.0;1.1;21.0;0.1;0.0
Vigus;1.20 g;44.0;2.4;8.3;0.1;0.0;2.0;0.0
Sapi; sosis (Worst);Tidak Diketahui;3.30 g;448.0;14.5;2.3;42.3;0.0
permen xylitol jeruk nipis;0 g;10.0;0.0;2.0;0.0;0.0;0.0;0.0
Taoge goreng;1.50 g;88.0;3.2;14.0;2.1;0.0;0.0;0.7
Sariroti Sandwich pandan sarikaya;1 g;110.0;2.0;19.0;2.5;4.0;180.0;1.0
Garlic parmesan (classic wings);1 g;206.0;16.0;1.0;15.0;0.0;0.0;1.0
Sapi; sosis (Leverworst);Tidak Diketahui;2.40 g;274.0;16.0;3.0;22.0;0.0
Monde Serena Egg Rolls Original;1 g;45.0;1.0;8.0;5.0;4.0;10.0;1.0
You C1000 Lemon Water;0 g;150.0;0.0;37.0;0.0;37.0;60.0;0.0
Gery Saluut Malkist;2 g;130.0;2.0;19.0;5.0;5.0;0.0;0.0
quaker instan oatmeal;4 g;140.0;4.0;24.0;3.5;0.0;0.0;0.0
Koro wedus / polong;0.80 g;46.0;3.0;7.9;0.3;0.0;2.0;3.3
Sirup Sunquick Exotic;0 g;45.0;0.0;11.0;0.0;11.0;0.0;0.0
Bubur tinotuan (Manado);1 g;156.0;2.3;15.6;0.2;0.0;486.0;8.2
Tony roma's;72 g;1001.0;72.0;1.0;76.0;0.0;0.0;0.0
Frisian flag full cream;7 g;140.0;7.0;13.0;7.0;11.0;100.0;0.0
Pop Ice flavour strawberry;1 g;20.0;1.0;22.0;2.0;19.0;35.0;0.0
Teajus Madu;0 g;30.0;0.0;7.0;0.0;7.0;5.0;0.0
KitKat;1 g;90.0;1.0;10.0;5.0;0.0;15.0;0.0
Daun semanggi;Tidak Diketahui;1.90 g;45.0;4.4;8.5;0.5;0.0;64.0
Saus Hoisin;1 g;100.0;1.0;22.0;0.5;21.0;0.0;1.0
Keddo bodong;1 g;290.0;4.6;55.2;5.7;0.0;0.0;0.0
Buah negri;Tidak Diketahui;0.80 g;55.0;1.2;12.2;0.1;0.0;10.0
Beras;Tidak Diketahui;0.10 g;99.0;1.7;22.4;0.3;0.0;26.0
Rempeyek kacang tolo;2.80 g;451.0;11.2;59.7;20.2;0.0;0.0;1.8
Quiznos Black angus steakhouse;4 g;780.0;47.0;88.0;27.0;19.0;0.0;4.0
Kerupuk mie kuning goreng;0.30 g;476.0;0.1;71.3;21.1;0.0;0.0;4.2
Permen Fisherman's friend original;0 g;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sante; segar;Tidak Diketahui;0.40 g;353.0;0.7;84.7;0.2;0.0
Es krim;0.80 g;210.0;4.0;20.6;12.5;0.0;78.0;0.0
Tepung singkong / Tapioka;1.10 g;363.0;1.1;88.2;0.5;0.0;1.0;0.9
Durian;Tidak Diketahui;8 g;134.0;2.5;28.0;3.0;0.0;1.0
Buah atung;Tidak Diketahui;1.80 g;23.0;0.8;5.2;0.2;0.0;0.0
Kue lumpur;1.10 g;291.0;3.6;44.1;11.1;0.0;0.0;0.0
Sedaap Tasty bakmi ayam;7 g;590.0;15.0;84.0;22.0;6.0;810.0;7.0
Shabu-shabu;0.90 g;88.0;3.2;0.8;8.0;0.0;514.0;0.9
Labu air;Tidak Diketahui;0.40 g;19.0;0.6;3.8;0.2;0.0;2.0
Buah nona;Tidak Diketahui;1 g;101.0;1.7;25.2;0.6;0.0;5.0
Jeruk ragi;Tidak Diketahui;0.40 g;49.0;0.7;11.1;0.2;0.0;4.0
Susu greenfields full cream;1 g;160.0;8.0;12.0;9.0;7.0;0.0;1.0
Kobe Tepung Bumbu Serbaguna Special;1 g;0.0;2.0;13.0;0.0;0.0;450.0;1.0
Auntie anne sour cream and onion pretzel;2 g;360.0;9.0;68.0;5.0;12.0;0.0;2.0
Tinoransa;Tidak Diketahui;1.20 g;516.0;17.7;0.0;49.5;0.0;1307.0
Roti putih / roti tawar;0.80 g;248.0;8.0;50.0;1.2;0.0;530.0;9.1
Daun lompong talas;Tidak Diketahui;1.60 g;44.0;3.0;7.4;0.8;0.0;3.0
prenagen esensis susu bubuk rasa moka;7 g;150.0;7.0;29.0;1.0;0.0;110.0;0.0
BANGO kecap manis (400 ml);0 g;60.0;0.0;15.0;0.0;13.0;400.0;0.0
Gulai pliek;2.70 g;176.0;7.3;3.2;14.9;0.0;257.0;0.0
Kacang hijau rebus;1.20 g;109.0;8.7;18.3;0.5;0.0;447.0;1.5
Gendar goreng;3 g;407.0;6.4;32.0;28.2;0.0;0.0;0.1
Nestle air minum;0 g;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Dancow FortiGro rasa vanilla;5 g;50.0;5.0;14.0;6.0;11.0;90.0;0.0
Keju kraft quick melt;5 g;100.0;5.0;4.0;7.0;1.0;0.0;0.0
Haverjoy;8 g;140.0;3.0;25.0;3.5;0.0;0.0;8.0
Hydromama;0 g;0.0;0.0;18.0;0.0;15.0;85.0;0.0
Maizena;Tidak Diketahui;0.70 g;341.0;0.3;85.0;0.0;0.0;6.0
Biskuit Serena broniz;1 g;100.0;2.0;13.0;5.0;7.0;0.0;1.0
Pop Mie Goreng Pedas Gledek;6 g;370.0;6.0;45.0;18.0;0.0;930.0;0.0
Pop Mie PAKE NASI;7 g;350.0;7.0;48.0;15.0;0.0;1370.0;0.0
Kacang beracun;Tidak Diketahui;0.40 g;118.0;4.4;21.6;1.5;0.0;10.0
Yoshinoya Veggie beef bowl (Reguler bowl);5 g;650.0;24.0;95.0;20.0;4.0;0.0;5.0
SOYJOY FRUIT SOY BAR STRAWBERRY;3 g;40.0;4.0;19.0;4.5;11.0;30.0;3.0
Teajus Rasa Lemon;0 g;0.0;0.0;6.0;0.0;5.0;0.0;0.0
Nasi gemuk;1.60 g;192.0;3.8;24.4;8.8;0.0;355.0;0.7
Frisian flag coconut delight;6 g;160.0;6.0;25.0;5.0;14.0;95.0;0.0
Gudeg;Tidak Diketahui;2.10 g;160.0;3.3;16.0;9.2;0.0;0.0
Bumbu Nasi Goreng Royco;0 g;10.0;0.0;2.0;0.0;0.0;520.0;0.0
Sarden abc extra pedas;9 g;5.0;9.0;3.0;1.0;0.0;260.0;0.0
Ketan;Tidak Diketahui;0.90 g;212.0;4.0;38.6;4.6;0.0;0.0
Gowell sereal & susu rasa taro;2 g;120.0;2.0;23.0;2.5;0.0;165.0;0.0
Subway spicy italian sandwich;3 g;470.0;19.0;43.0;24.0;6.0;0.0;3.0
Srikaya;1.10 g;63.0;1.1;13.9;0.5;0.0;0.0;2.1
Markisa;Tidak Diketahui;0.80 g;144.0;3.5;29.8;1.2;0.0;37.0
Kacang kapri segar;0.90 g;98.0;6.7;17.7;0.4;0.0;6.0;6.2
Kapri muda;Tidak Diketahui;0.70 g;45.0;3.3;9.0;0.2;0.0;2.0
Cadbury Dairy Milk;2 g;160.0;2.0;18.0;2.0;15.0;0.0;0.0
Coklat Delfi dairy milk;2 g;150.0;2.0;15.0;9.0;12.0;0.0;0.0
Pencok lele;Tidak Diketahui;4.90 g;372.0;7.8;3.5;36.3;0.0;0.0
Daun bangun-bangun;Tidak Diketahui;1.60 g;27.0;1.3;4.0;0.6;0.0;4.0
Daun bawang merah;Tidak Diketahui;0.80 g;41.0;2.0;7.8;0.3;0.0;30.0
Daun belem;Tidak Diketahui;1.80 g;50.0;4.4;7.8;1.4;0.0;0.0
Daun singkong kopang;Tidak Diketahui;1.20 g;74.0;6.3;10.7;0.7;0.0;32.0
Mangga kopek;Tidak Diketahui;0.30 g;56.0;0.4;14.6;0.2;0.0;2.0
Pisang mas bali kopang;Tidak Diketahui;2.40 g;127.0;1.4;31.8;0.2;0.0;43.0
Yoshinoya Beef bowl (Reguler bowl);3 g;730.0;30.0;91.0;27.0;5.0;0.0;3.0
Yoshinoya Teriyaki (Reguler bowl);5 g;790.0;48.0;110.0;18.0;16.0;0.0;5.0
Chatime milk tea(no sugar);1.50 g;142.0;1.5;5.0;13.0;1.0;0.0;0.0
Sapi; segar;Tidak Diketahui;0.60 g;126.0;14.0;1.5;7.2;0.0
Ayam; goreng;Tidak Diketahui;10.10 g;473.0;45.2;13.9;26.3;0.0
Sapi; lemak; sedang; segar;Tidak Diketahui;1.20 g;201.0;18.8;0.0
"Sereal ENERGEN ""Kacang Hijau""";1 g;25.0;2.0;24.0;3.0;16.0;70.0;1.0
Energen Oat milk;2 g;100.0;3.0;16.0;2.0;1.0;0.0;2.0
Sop saudara;Tidak Diketahui;1.50 g;89.0;7.2;3.9;5.0;0.0;274.0
Saus sambal;0 g;27.0;0.0;6.7;0.0;6.5;0.0;0.0
Saus tomat;0.18 g;17.0;0.18;4.66;0.02;3.62;0.0;0.0
Saus Teriyaki;0 g;15.0;0.0;4.0;0.0;3.0;0.0;0.0
Jagung muda / semi;Tidak Diketahui;0.80 g;35.0;2.2;7.4;0.1;0.0;353.0
Kesemek;Tidak Diketahui;0.60 g;78.0;0.8;20.0;0.4;0.0;0.0
Chatime milk tea;1.50 g;302.0;1.5;44.5;13.0;39.5;0.0;0.0
Chatime mango smoothie;0.50 g;228.0;0.5;55.5;0.5;54.0;0.0;0.0
Chatime matcha red bean smoothie;4.50 g;384.0;4.5;67.0;10.5;58.0;0.0;0.0
Buah rukam;Tidak Diketahui;0.80 g;113.0;0.8;26.8;0.3;0.0;2.0
Daging kambing (segar);3.90 g;149.0;16.6;0.0;9.2;0.0;96.0;0.0
Gulai kambing;1.80 g;126.0;4.2;6.2;9.4;0.0;302.0;0.0
Sop kambing;Tidak Diketahui;1 g;34.0;5.5;1.1;0.8;0.0;348.0
Kacang tanah sari;2.60 g;561.0;25.5;26.0;43.8;0.0;0.0;2.2
Saridele;Tidak Diketahui;4 g;344.0;30.0;43.0;20.0;0.0;56.0
Tempe pasar;0.90 g;150.0;14.0;9.1;7.7;0.0;7.0;1.4
Diabetasol (vanilla malt);3 g;170.0;8.0;26.0;4.0;0.0;0.0;3.0
Ayam goreng pasundan;Tidak Diketahui;2.50 g;245.0;33.1;0.3;11.4;0.0;0.0
Ayam goreng pasundan;Tidak Diketahui;2.30 g;246.0;37.9;0.7;9.0;0.0;0.0
Minyak wijen;0 g;881.0;0.2;0.0;99.7;0.0;2.0;0.0
Indomie soto padang;6 g;330.0;8.0;44.0;14.0;0.0;0.0;6.0
Batatas kelapa bakar;0.70 g;110.0;1.4;23.4;1.1;0.0;12.0;4.5
Selai Nutella;2 g;200.0;2.0;23.0;12.0;0.0;0.0;0.0
Peanut;8.50 g;567.0;25.8;16.13;49.24;0.0;0.0;8.5
Kacang walnut;6.70 g;654.0;15.23;13.71;65.21;0.0;0.0;6.7
Langsat;Tidak Diketahui;0.50 g;56.0;0.9;14.3;0.2;0.0;1.0
Bubur sagu;0.30 g;167.0;0.2;33.0;4.0;0.0;7.0;0.0
Burung; segar;Tidak Diketahui;5.30 g;281.0;37.5;32.1;0.3;0.0
Promina smooth kacang hijau;8 g;210.0;8.0;35.0;4.5;0.0;150.0;0.0
Prunes (kering);7.10 g;240.0;2.18;63.88;0.38;0.0;0.0;7.1
Minyak ikan;0 g;902.0;0.0;0.0;100.0;0.0;0.0;0.0
Minyak kacang tanah;0 g;902.0;0.0;0.0;100.0;0.0;0.0;0.0
Salak pondoh;0.80 g;87.0;0.8;20.1;0.4;0.0;0.0;0.0
Almond;Tidak Diketahui;9.70 g;613.0;19.3;16.13;54.84;0.0;710.0
Chikiniku;Tidak Diketahui;0.60 g;143.0;9.8;22.8;1.4;0.0;531.0
Lumpia Sayur;0.60 g;63.0;1.99;7.44;2.84;0.75;207.0;0.6
Lumpia ayam;0.50 g;65.0;3.03;7.12;2.61;0.37;124.0;0.5
Hokben Bento special 1;24.20 g;612.0;24.2;74.8;23.6;0.0;0.0;0.0
Hokben paket B;26.30 g;522.0;26.3;52.8;22.4;0.0;0.0;0.0
Hoka hemat 4;20.30 g;413.0;20.3;47.2;15.3;0.0;0.0;0.0
Hokben Paket C;35.40 g;625.0;35.4;64.0;24.1;0.0;0.0;0.0
Tekwan;Tidak Diketahui;1.10 g;53.0;1.9;9.4;0.9;0.0;173.6
Kwark / Bagot;2 g;242.0;19.0;3.0;17.0;0.0;37.0;0.0
Sawi hijau;Tidak Diketahui;1.20 g;28.0;2.3;4.0;0.3;0.0;22.0
Sawi putih / pecai;Tidak Diketahui;0.60 g;9.0;1.0;1.7;0.1;0.0;5.0
